City ID,City,Latitude,Longitude,Max temperature(F),Humidity(%),Cloudiness(%),Wind Speed(mph),Country,Date
358,Sesheke,-17.48,24.3,69.8,60,89,2.24,ZM,1601522316
359,Abu Samrah,35.3,37.18,66.16,90,0,7.43,SY,1601522317
360,Fairbanks,64.84,-147.72,59.0,38,20,10.29,US,1601522317
361,Honningsvåg,70.98,25.97,50.0,87,75,11.41,NO,1601522317
362,Port-Cartier,50.03,-66.87,50.0,87,40,12.75,CA,1601522318
363,Broome,42.25,-75.83,53.6,66,1,9.17,US,1601522318
364,Bereda,43.27,-7.54,59.0,100,100,7.0,ES,1601522318
365,Nattam,10.23,78.23,82.4,69,100,2.24,IN,1601522319
366,Salekhard,66.53,66.6,42.26,90,74,8.7,RU,1601522319
367,Grand Gaube,-20.01,57.66,73.99,72,1,5.01,MU,1601522320
368,Sola,-13.88,167.55,79.65,83,100,18.05,VU,1601521902
369,Edd,13.93,41.69,86.11,66,33,5.35,ER,1601522320
370,Waipawa,-41.41,175.52,59.0,51,5,14.99,NZ,1601522321
371,Kirakira,-10.45,161.92,82.71,74,100,8.08,SB,1601522322
372,Port-Gentil,-0.72,8.78,77.14,76,100,9.75,GA,1601521950
373,Bell Ville,-32.63,-62.69,62.01,49,0,16.67,AR,1601522322
374,Mountain Home,43.13,-115.69,73.4,25,1,6.93,US,1601522220
375,Mayumba,-3.43,10.66,75.58,78,100,5.99,GA,1601522323
376,Bukama,-9.2,25.85,71.8,78,53,0.2,CD,1601522323
377,Stephenville,32.22,-98.2,71.01,52,1,3.36,US,1601522323
378,Māgadi,12.97,77.23,71.6,83,40,5.82,IN,1601522324
379,Chilca,-12.52,-76.74,62.6,82,75,13.87,PE,1601522324
380,Abnūb,27.27,31.15,77.0,57,17,11.41,EG,1601522324
381,Martapura,-3.42,114.85,89.6,59,40,3.36,ID,1601522325
382,Rio Grande,-32.03,-52.1,64.74,94,72,11.39,BR,1601522047
383,Vestmanna,62.16,-7.17,42.8,87,100,1.12,FO,1601522042
384,Havre-St-Pierre,50.23,-63.6,50.0,81,40,18.34,CA,1601522326
385,Saldanha,-33.01,17.94,51.8,76,0,12.75,ZA,1601522326
386,Zhalantun,48.0,122.72,54.36,59,100,16.15,CN,1601522327
387,Buin,-33.73,-70.75,50.0,71,100,6.93,CL,1601522327
388,Durban,-29.86,31.03,62.01,82,0,8.05,ZA,1601522327
389,Diamantino,-14.41,-56.45,83.39,26,96,5.19,BR,1601522328
390,Vardø,70.37,31.11,51.8,87,75,8.05,NO,1601521896
391,Bida,9.08,6.02,70.86,96,100,1.34,NG,1601522329
392,Aykhal,66.0,111.5,26.6,86,90,4.47,RU,1601522155
393,Berdigestyakh,62.1,126.7,34.21,93,100,9.98,RU,1601522329
394,Sitka,57.05,-135.33,55.4,93,90,8.05,US,1601521949
395,Hualmay,-11.1,-77.61,61.66,84,91,9.24,PE,1601522330
396,Udachny,66.42,112.4,26.6,86,90,4.47,RU,1601521988
397,Sirte,31.21,16.59,70.54,82,0,6.96,LY,1601522331
398,Puerto Baquerizo Moreno,-0.9,-89.6,67.03,87,76,13.13,EC,1601522331
399,Ferme-Neuve,46.7,-75.45,48.61,94,97,7.54,CA,1601521967
400,Hatillo,18.49,-66.83,79.0,96,92,9.69,PR,1601522331
401,Takapau,-40.03,176.35,60.01,53,82,1.01,NZ,1601522332
402,Kenora,49.82,-94.43,44.01,87,90,13.87,CA,1601522332
403,Shenjiamen,29.96,122.3,73.35,71,2,9.98,CN,1601522332
404,Fortuna,40.6,-124.16,59.0,100,90,5.77,US,1601521958
405,Merauke,-8.47,140.33,84.25,58,33,16.8,ID,1601522333
406,Olafsvik,64.89,-23.71,39.31,74,100,2.68,IS,1601521918
407,Izhmorskiy,56.19,86.64,37.31,97,99,6.55,RU,1601522333
408,Pareora,-44.49,171.21,54.16,65,89,11.74,NZ,1601522334
409,Dudinka,69.41,86.18,28.4,100,40,8.95,RU,1601521997
410,Igarka,67.47,86.58,33.04,91,90,3.09,RU,1601522335
411,Bandar-e Anzali,37.47,49.46,65.53,69,12,2.66,IR,1601522335
412,Mariental,-24.63,17.97,45.05,73,0,6.91,NA,1601522335
413,Sabha,27.04,14.43,76.96,45,82,8.66,LY,1601522336
414,Takoradze,4.88,-1.76,75.69,89,71,8.61,GH,1601522336
415,Namatanai,-3.67,152.43,84.42,71,99,5.5,PG,1601522004
416,Tomar,39.6,-8.41,60.01,91,56,3.65,PT,1601522336
417,Kungurtug,50.6,97.52,33.75,81,93,1.07,RU,1601522337
418,Verkhnevilyuysk,63.45,120.32,36.86,71,21,4.14,RU,1601522337
419,Galle,6.04,80.22,82.26,78,96,13.2,LK,1601522133
420,Natal,-5.79,-35.21,75.2,88,40,4.7,BR,1601521732
421,Mahon,39.89,4.27,68.0,77,75,6.93,ES,1601522338
422,Nelson Bay,-32.72,152.15,75.2,44,40,18.34,AU,1601522338
423,Garoowe,8.41,48.48,77.47,62,98,8.48,SO,1601522338
424,Fort Saint James,54.43,-124.25,51.98,88,100,0.51,CA,1601522339
425,Lagoa,39.05,-27.98,69.21,79,58,10.29,PT,1601521973
426,Kendari,-3.94,122.5,88.16,56,79,4.68,ID,1601522285
427,Cherdyn',60.4,56.48,43.9,96,79,2.82,RU,1601522339
428,Chimbote,-9.09,-78.58,61.75,85,92,7.78,PE,1601522194
429,Port Lincoln,-34.73,135.87,65.62,55,1,10.96,AU,1601521916
430,Rāvar,31.27,56.81,61.7,32,1,0.25,IR,1601522340
431,Saint-Pierre,-21.34,55.48,71.6,64,90,6.93,RE,1601522012
432,Buraidah,26.33,43.98,73.4,38,0,2.24,SA,1601522341
433,Ossora,59.24,163.07,46.92,80,98,4.36,RU,1601522341
434,Tres Palos,18.18,-101.62,71.46,86,29,2.26,MX,1601522342
435,Kaeo,-35.1,173.78,62.01,61,62,3.0,NZ,1601522342
436,Lupiro,-8.38,36.67,68.85,80,0,3.94,TZ,1601522342
437,Cumberland,35.05,-78.87,63.0,87,1,4.7,US,1601522343
438,Arrondissement du Havre,49.58,0.33,57.2,93,100,6.93,FR,1601522343
439,Port Shepstone,-30.74,30.45,63.18,77,0,18.5,ZA,1601522343
440,Mugumu,-1.85,34.7,62.58,84,89,3.02,TZ,1601522344
441,Turukhansk,65.82,87.98,30.27,94,98,2.93,RU,1601521918
442,Ramotswa,-24.87,25.87,62.6,77,90,10.29,BW,1601522344
443,Fershampenuaz,53.52,59.81,45.93,91,3,1.74,RU,1601522345
444,Mount Gambier,-37.83,140.77,60.8,59,40,17.22,AU,1601522018
445,Eskil,38.4,33.41,57.07,45,0,6.71,TR,1601522345
446,Grand-Santi,4.25,-54.38,73.4,94,99,4.25,GF,1601522345
447,Umeå,63.83,20.26,48.2,100,90,5.82,SE,1601522346
448,Waingapu,-9.66,120.26,89.62,49,56,13.98,ID,1601522346
449,Artesia,33.87,-118.08,87.8,34,1,3.36,US,1601522346
450,Kalmunai,7.42,81.82,82.8,61,62,4.29,LK,1601522347
451,Langham,52.37,-106.97,43.0,80,20,5.82,CA,1601522347
452,Garissa,-0.45,39.64,72.73,75,1,8.37,KE,1601522347
453,Okhtyrka,50.31,34.9,60.06,40,94,17.85,UA,1601522348
454,Shache,38.42,77.24,61.41,30,100,12.88,CN,1601522348
455,Marsala,37.8,12.44,75.0,88,75,4.7,IT,1601522348
456,Tărlungeni,45.63,25.75,50.0,90,100,1.5,RO,1601522349
457,Luanda,-8.84,13.23,73.4,83,75,6.93,AO,1601522082
458,Ancud,-41.87,-73.82,44.01,93,75,6.93,CL,1601522349
459,Oyama,36.3,139.8,73.99,88,90,4.7,JP,1601522350
460,Helong,42.54,129.0,62.06,47,1,4.61,CN,1601522350
461,Imbituba,-28.24,-48.67,71.6,100,75,13.87,BR,1601522350
462,Ambilobe,-13.2,49.05,70.93,89,35,4.05,MG,1601521880
463,Lana,46.61,11.16,45.0,75,5,3.36,IT,1601522351
464,Magdagachi,53.45,125.8,51.39,65,91,7.16,RU,1601522351
465,Sindor,62.86,51.89,45.99,96,99,5.91,RU,1601522352
466,Auki,-8.77,160.7,84.94,66,100,5.28,SB,1601522352
467,Mehamn,71.04,27.85,50.0,87,75,11.41,NO,1601522352
468,Ahipara,-35.17,173.17,58.66,59,54,3.31,NZ,1601522353
469,San Isidro,-12.12,-77.05,62.6,82,75,13.87,PE,1601522353
470,Coxim,-18.51,-54.76,86.0,17,30,4.74,BR,1601522353
471,Giohar,2.78,45.5,72.9,88,89,5.84,SO,1601522354
472,Laas,46.62,10.7,45.0,93,5,4.7,IT,1601521976
473,Dombarovskiy,50.76,59.54,47.19,62,0,10.04,RU,1601522354
474,Iranshahr,27.2,60.68,73.4,16,0,6.93,IR,1601522355
475,Kamaishi,39.27,141.88,60.8,72,75,1.12,JP,1601522355
476,Nefteyugansk,61.1,72.6,44.6,100,90,6.71,RU,1601522355
477,Bac Lieu,9.29,105.72,84.27,72,100,15.46,VN,1601522318
478,Langxiang,46.95,128.88,56.32,49,2,6.8,CN,1601522356
479,Paso de los Toros,-32.82,-56.52,64.15,94,0,7.09,UY,1601522356
480,Caucaia,-3.74,-38.65,80.6,74,40,16.11,BR,1601522356
481,Mt. Pleasant,32.79,-79.86,64.0,100,20,0.2,US,1601521974
482,Anchorage,61.22,-149.9,59.0,67,75,5.82,US,1601522357
483,San Policarpo,12.18,125.51,84.85,71,99,7.18,PH,1601521955
484,Phan Thiet,10.93,108.1,83.35,75,100,2.75,VN,1601522357
485,Lavrentiya,65.58,-171.0,38.64,78,67,13.02,RU,1601522009
486,Port Hardy,50.7,-127.42,62.6,82,90,3.36,CA,1601521941
487,Hay River,60.82,-115.8,42.8,75,75,6.93,CA,1601521893
488,Cienfuegos,22.15,-80.44,73.4,94,75,2.24,CU,1601522358
489,Tacuarembó,-31.73,-55.98,69.44,95,54,5.46,UY,1601522358
490,Maragogi,-9.01,-35.22,74.07,83,19,7.83,BR,1601522359
491,Rettikhovka,44.17,132.77,62.71,58,37,2.01,RU,1601522359
492,Mīzan Teferī,6.98,35.58,61.16,82,99,2.89,ET,1601522360
493,KwaDukuza,-29.33,31.29,60.8,82,0,8.05,ZA,1601522360
494,San Nicolas,18.17,120.6,84.2,83,75,3.36,PH,1601522360
495,Isangel,-19.55,169.27,80.6,65,75,11.41,VU,1601521909
496,Cap Malheureux,-19.98,57.61,73.99,72,2,3.0,MU,1601522361
497,Savannah Bight,16.45,-85.85,85.12,68,53,5.64,HN,1601522361
498,Yining,29.04,114.56,75.34,69,98,1.28,CN,1601522362
499,Rocha,-34.48,-54.33,61.72,94,0,3.38,UY,1601522362
500,Biltine,14.53,20.92,77.18,75,91,8.16,TD,1601522362
501,Khatanga,71.97,102.5,28.54,98,100,10.29,RU,1601521891
502,Brae,60.4,-1.35,53.6,100,100,17.22,GB,1601522363
503,El Alto,-4.27,-81.21,61.86,87,11,14.92,PE,1601522363
504,Teknāf,20.86,92.31,84.54,76,40,10.67,BD,1601522364
505,Riyadh,24.69,46.72,69.8,30,0,2.24,SA,1601522364
506,Vrangel',42.73,133.08,59.95,54,28,6.42,RU,1601522365
507,Bara,10.37,10.73,71.2,95,7,3.85,NG,1601522365
508,Tiarei,-17.53,-149.33,84.2,62,20,6.93,PF,1601521953
509,Boa Vista,2.82,-60.67,84.2,62,56,1.12,BR,1601521853
510,Lakselv,70.05,24.97,50.0,81,56,14.99,NO,1601522366
511,Kango,0.19,10.1,72.57,91,100,0.69,GA,1601522366
512,Lázaro Cárdenas,17.96,-102.2,79.29,78,2,2.73,MX,1601522367
513,Kapit,2.02,112.93,93.02,52,99,0.98,MY,1601522367
514,Carnaíba,-8.7,-37.67,65.84,87,0,9.1,BR,1601522367
515,Cherëmukhovo,60.35,59.99,43.84,82,19,2.59,RU,1601522368
516,Betafo,-19.83,46.85,60.93,54,5,4.43,MG,1601522368
517,Mizdah,31.45,12.98,64.74,77,0,1.97,LY,1601522368
518,Mantena,-18.78,-40.98,69.85,87,36,4.5,BR,1601522369
519,General Roca,-39.03,-67.58,50.0,39,0,11.41,AR,1601522369
520,Chuguyevka,44.17,133.86,63.19,44,58,3.44,RU,1601522369
521,Xinzhou,38.41,112.73,64.76,35,17,7.85,CN,1601522370
522,Shādegān,30.65,48.66,84.2,83,0,6.6,IR,1601522370
523,Pochutla,15.74,-96.47,78.01,90,100,2.28,MX,1601522370
524,Kununurra,-15.77,128.73,91.4,52,47,3.36,AU,1601522371
525,Rize,40.9,40.89,49.26,90,72,3.98,TR,1601522371
